sentence,author,title,pet
yet i think there's a difference between acknowledging that there are men who have children or need abortions -- and expecting the health care system to treat these men with respect -- and speaking as if the burden of reproduction does not overwhelmingly fall on women,mg,rbg-aclu-abortion,expecting
"""one of the great benefits, and one of the things that's most exciting for the pro-life movement, is that they have a role in enforcing this law,"" john seago, the group's legislative director, told cnn",mg,texas-abortion,pro-life
"on tuesday, the fort worth branch of whole woman's health, a chain of abortion clinics, stayed open late into the night to take care of desperate patients before the law went into effect, completing a last abortion at 11:56 p",mg,texas-abortion,late
but now these folks have this whole tool chest full of ways that they can harass them,mg,texas-abortion,chest
"many of us -- perhaps most of us -- know better now, despite the troubled history books we learned from",mr,South-slavery-Confederacy-curriculum,troubled
") ""living in the era of bomb threats is not new to people of color,"" dejuana thompson, the president and chief executive of the birmingham civil rights institute, told the associated press",mr,bomb-threats-black-colleges,people of color
with any luck it will also remind us that such places were not saved from development by accident,mr,city-tree-nature,accident
"nashville -- god knows i didn't visit the tennessee state museum last week to pay my respects to the bust of nathan bedford forrest, but while i was there i figured i might as well take a look",mr,confederate-monuments-tennessee-nathan-forrest,bust
""" the next month, the giant bust of forrest was removed from the tennessee state capitol, where it has been generating controversy since it was installed in 1978",mr,confederate-monuments-tennessee-nathan-forrest,bust
"forrest's role as a slave trader and ku klux klan leader, among other depredations, is clearly explained in the permanent exhibition, and this historical context is very different from the place of honor the bust occupied in the capitol",mr,confederate-monuments-tennessee-nathan-forrest,bust
dorris died in late 2020,mr,confederate-monuments-tennessee-nathan-forrest,late
"(disclosure: my first book, ""late migrations,"" won the group's 2020 book award",mr,environmental-nonprofits-tennesse-south,late
"black or brown or white, wealthy or struggling, they are troubled to see a sign on a riverbank warning that the fish are contaminated and unsafe to eat",mr,environmental-nonprofits-tennesse-south,troubled
"in every state in the south, people of color suffer more from the effects of pollution than white people do, but it's important to note that this appalling reality does not end at the mason-dixon line",mr,environmental-racism-memphis-pipeline,people of color
"""race, not poverty, is the strongest predictor of exposure to health-threatening particulate matter, especially for african americans,"" robert bullard, a professor of urban planning and environmental policy and administration of justice at texas southern university, told inside climate news in response to the 2018 report",mr,environmental-racism-memphis-pipeline,african americans
"taylor points out, ""anything that causes a devastating harm to people of color is eventually going to happen to everyone",mr,environmental-racism-memphis-pipeline,people of color
""" efforts to disenfranchise people of color have been going on in the south since reconstruction",mr,environmental-racism-memphis-pipeline,people of color
"nashville -- if you're a certain age, you may remember the snail darter, a small fish in the little tennessee river that caused an environmental firestorm when it was listed as endangered in 1975",mr,extinction-bipartisan-conservation,a certain age
"public discourse is so troubled these days, so beset by fury and despair, that surely there's no harm in sharing a little joy",mr,facebook-valentines-day-lonliness,troubled
""" ""no one is ever going to sit in these uncomfortable chairs,"" my husband said, shoving a bureau from his late aunt down a bit to make room",mr,family-possessions-storage-units,late
"we held a beloved father's hand as he left this world, and now we can't just send his prized tool chest off into the void",mr,family-possessions-storage-units,chest
""" on the subject of electric vehicles, mitch mcconnell, the republican senator from kentucky, has also experienced a come-to-jesus transformation of late",mr,ford-tennessee-jobs-electric-cars,experienced
"an elderly dog may have been fed only kibble in all the years of his long life, but he will nevertheless haul his arthritic self to his feet and wander into the kitchen, confident that this time the lasagna sitting on the counter will be his",mr,hope-dogs,elderly
who could be troubled by a blanket made of light,mr,leaf-blowers-california-emissions,troubled
"her desk was a small secretary, the furniture equivalent of an arranged marriage between a chest of drawers and a glass-fronted bookcase",mr,letters-new-year-resolution,chest
"i was not a particularly brave child, but the scary faces never troubled me",mr,letters-new-year-resolution,troubled
"sissy gardner, who is the assistant floor manager at parnassus, and who belonged to the late bear, climbed down off the ladder where she was shelving books",mr,local-bookstores-holiday-supply-chain,late
"being troubled by works of classic literature is widespread across the american south, most often out of concern that a text might make children uncomfortable, and book bans are dramatically increasing",mr,maus-tennessee-book-bans,troubled
"the new district will meander east through parts of rural wilson county and south through parts of wealthy williamson county, then further south through marshall and maury counties, before turning west to enfold lewis county",mr,nashville-gerrymander-voting-jim-cooper,wealthy
"the joe pye weed is in full, glorious bloom; bumblebees embrace it with the urgency of love",mr,nashville-summer,weed
"the late-spring freeze, the way habitat is diminishing all around me, my neighbors' increasing reliance on pesticides",mr,nature-birds-migration,late
"pokeweed seeds are planted by birds, falling to the soil in their droppings",mr,nature-birds-migration,droppings
"a midsize city on its way to becoming a big city can be all these things at once, of course, especially if it is a midsize city that is growing deliberately, in ways that do not displace its low-income residents or its work force",mr,parler-nashville,low-income
"""this is probably the end of the death penalty in the state of oklahoma,"" jim olsen, a republican state representative and an advocate for capital punishment, told public radio tulsa",mr,pervis-payne-death-penalty-states,capital punishment
"in the utter failure to understand what ""pro-life"" really means tournament, normally a very close battle in the red states, texas is currently uncontested: its leaders just made it easier to carry a gun and harder to end an unwanted pregnancy in the same week",mr,south-republicans-vaccines-climate-change,pro-life
"we could not stop talking about how happy we would be to sit in a movie theater again, to hear live music again, to go to church and sing out loud again, to sit and talk around a table again, late into the night, with no care for how long we had been breathing the same air",mr,tennessee-dolly-parton-covid-vaccine,late
it clearly benefits the wealthy for taxes to be low or nonexistent and for poor people to be incurious and compliant,mr,tennessee-dolly-parton-covid-vaccine,wealthy
one of the cards i got last week featured a vintage photograph of plump women in swimsuits who looked remarkably like me in my swimsuit,mr,turning-60-aging,plump
"this is just who i am now, a person who looks exactly like her late mother, despite far more exercise and a far healthier diet",mr,turning-60-aging,late
sorrow in the face of aging would be a poor response to such good fortune,mr,turning-60-aging,aging
"i fault the pastors and other community leaders for failing to teach their membership about the need to protect the vulnerable -- the elderly and the sick and the babies, for god's sake -- through widespread vaccination of the healthy",mr,when-medical-ethics-collide-with-basic-fairness,elderly
"because of autumn's golden light, my favorite season is fall, but this was the most troubling autumn yet in my climate-troubled yard in tennessee",mr,winter-solstice-2021,troubled
biden will have done for children something analogous to what franklin roosevelt did for senior citizens with social security,nk,biden-child-poverty-bangladesh,senior citizens
"wealthy countries would do so much better economically with a global vaccination campaign that curbed the pandemic that they would generate an additional $1 trillion in tax revenue, the i",nk,biden-covid-vaccine-world,wealthy
"when the virus ravages a low-income country, young girls are pulled out of school and are married off",nk,biden-covid-vaccine-world,low-income
the highest return on investment in america today isn't in private equity but in early childhood initiatives for disadvantaged kids of all races,nk,biden-fdr-americans,disadvantaged
some eight million american children -- roughly one in eight -- live with a parent with a substance abuse problem,nk,child-care-pre-K-republicans,substance abuse
"in the late 1990s and early 2000s, boston offered public programs for 4-year-olds but couldn't meet demand, so a lottery was used to determine which children to accept",nk,child-care-pre-K-republicans,late
these initiatives would do for children and families what social security and medicare did for the elderly,nk,child-care-pre-K-republicans,elderly
"the blunt fact is that it is democrats -- including those who run the west coast, from california through oregon to washington state -- who have presided over one of the worst blows to the education of disadvantaged americans in history",nk,covid-school-closures-children,disadvantaged
"rich kids going to private schools glide on through life mostly unaffected, while low-income children often don't even have internet to attend zoom classes",nk,covid-school-closures-children,low-income
"""we have to acknowledge that there is a large percentage of kids that have 'disappeared' -- students who have never logged in, or logged in and never fully engaged,"" said melissa connelly, chief executive of onegoal, a nonprofit that does outstanding work with low-income high school students",nk,covid-school-closures-children,low-income
"likewise, wealthy white americans benefit from single-family zoning laws in the suburbs around those fine ""public"" schools",nk,education-racism-segregation,wealthy
the effect of this zoning is to freeze out low-income families and keep neighborhoods more segregated,nk,education-racism-segregation,low-income
"meet rahel, 19, a human face of a brutal ethnic cleansing now underway in ethiopia",nk,ethiopia-tigray-crisis,ethnic cleansing
she interviewed nine women who had been raped as part of the ethnic cleansing,nk,ethiopia-tigray-crisis,ethnic cleansing
the united nations reports that girls as young as 8 have been targeted for sexual assault,nk,ethiopia-tigray-crisis,sexual assault
""" secretary of state antony blinken has bluntly referred to ""ethnic cleansing,"" and the united states has imposed visa sanctions on some ethiopian officials",nk,ethiopia-tigray-crisis,ethnic cleansing
other kids wish they could take away an elderly parent's car keys; the joyner kids wish they could take away their dad's megaphone,nk,evangelical-rick-joyner-family,elderly
""" the most outspoken is anna jane, who says her father's rhetoric became more extreme in recent years",nk,evangelical-rick-joyner-family,outspoken
"soon after, she nearly died in a boating accident -- and the first person she called was her dad",nk,evangelical-rick-joyner-family,accident
"8 million for onegoal, which helps low-income students in the united states, and $2",nk,gun-deaths-united-states,low-income
"tani had one of the fastest rises, for he began playing chess only at the relatively late age of 7",nk,homeless-chess-champion-tani-adewumi,late
"defenders of israel's policy in gaza note that israel sometimes warns people before destroying their buildings, that israel, in contrast to hamas, is not trying to kill as many civilians as possible, and that hamas often locates military sites in civilian areas in ways that make collateral damage more likely",nk,israel-democrats-united-states,collateral damage
"spain didn't send troops to storm the basque country, nor did it invade france (which eta used as a base for terrorism)",nk,israel-gaza-conflict,did it
"the late eyad el-sarraj, a prominent psychiatrist in gaza, described this dynamic when i visited him during a past cycle of violence: ""extremists need each other, support each other",nk,israel-palestinians-gaza,late
consider that it was israel itself that helped nurture hamas back in the late 1980s and the 1990s,nk,israel-palestinians-gaza,late
district leader brought up crime by african americans and told him that black people are genetically wired to be violent,nk,racism-politics-daryl-davis,african americans
", who is just 35, will become king upon the death of his aging father and rule recklessly for many years, creating chaos in the gulf and a rupture in saudi-american relations that would last decades",nk,saudi-arabia-biden-khashoggi,aging
"tawakkol karman, a yemeni woman who won the nobel peace prize for her leadership during the arab spring, told me that the world is waiting to see if biden will press regimes to release detainees and uphold women's rights",nk,saudi-arabia-biden,detainees
"secretary of state antony blinken has properly described atrocities in western tigray as ethnic cleansing, but the world has largely been indifferent",nk,tedros-ethiopia-tigray,ethnic cleansing
my times colleague declan walsh has reported on atrocities such as a 26-year-old man being beaten to death with beer bottles and girls as young as 8 being sexually assaulted,nk,tedros-ethiopia-tigray,sexually assaulted
"he seems deeply conflicted, torn between what he sees as a professional duty to his organization to be impartial, and the horror of an ethnic cleansing of his own people",nk,tedros-ethiopia-tigray,ethnic cleansing
"former house speaker newt gingrich warned on fox news that democrats are trying to ""exterminate the republicans",nk,trump-supporters-conspiracy-theories,exterminate
"so, conservative friends, fear not: we're not plotting to lock you up in detention camps",nk,trump-supporters-conspiracy-theories,detention camps
"""both are deprived,"" goldin writes",nk,women-motherhood-jobs,deprived
"in 2020 average wages went up a lot, not because individual workers were getting big raises, but because the millions of americans laid off were disproportionately in low-paid occupations like restaurant work",pk,biden-economy-inflation-growth,laid off
""" if you ask me, greene was performing a public service; we all need some good laughs, especially given the demise of the borscht belt",pk,biden-health-care-triumph,demise
""" to belabor a point that should be obvious, medicare recipients have been especially vulnerable to covid because they generally suffer from a serious pre-existing condition: advanced age",pk,biden-health-care-triumph,advanced age
tax breaks -- essentially giving wealthy people money and hoping that it would trickle down -- became the solution to every problem,pk,biden-infrastructure-spending,wealthy
"there's overwhelming evidence that helping disadvantaged children makes them much healthier and more productive when they reach adulthood; the benefits are so large that even in a narrowly fiscal sense, aid to children may well pay for itself over the long run",pk,build-back-better,disadvantaged
"most of what i write, inevitably, focuses on the troubled prospects for our republic",pk,china-bubble-economy,troubled
"but america is doing especially badly because it isn't a highly vaccinated country: after a strong start, its vaccination drive fell far behind other wealthy nations",pk,coronavirus-biden,wealthy
so the trump tax cut was just the latest in a long series of giveaways to the wealthy that were sold on false pretenses,pk,corporate-taxes-deficit-spending,wealthy
"we've had more deaths, as a percentage of the population, than any other large, wealthy nation, with the disparity even wider during the omicron wave than it was before",pk,covid-unvaccinated-anger,wealthy
"it's true that anti-government politicians often win elections -- but they do so, with rare exceptions, not because the public buys into libertarianism but because white voters can sometimes be persuaded that government programs benefit only people of color",pk,democrats-child-benefit-tax,people of color
"finally, while republican politicians routinely claim that democrats are anti-american and that democratic proposals are marxist, history tells us that the key elements of the legislation we're probably about to see -- aid to middle-class and poor children together with higher taxes on the wealthy -- are quintessentially american ideas",pk,democrats-child-benefit-tax,wealthy
"they also explicitly called for taxes on the wealthy as a way to limit inequality, and in particular to prevent the emergence of a hereditary oligarchy",pk,democrats-child-benefit-tax,wealthy
it's been a troubled few months on the economic front,pk,inflation-global-supply-chains-us,troubled
"it wasn't even really a proposal for public investment; to a large extent it was an exercise in crony capitalism, a scheme for taxpayer-subsidized private investment that would, like the ""opportunity zones"" that were part of the 2017 tax cut, mainly have ended up showering benefits on wealthy developers",pk,infrastructure-bill-biden,wealthy
"republicans were, of course, opposed to new taxes, especially on corporations and the wealthy; they also claimed to be against additional government borrowing",pk,infrastructure-bill-biden,wealthy
there's overwhelming evidence that children in low-income families who receive financial aid are significantly healthier and more productive than those who didn't once they become adults,pk,manchin-build-back-better,low-income
"that is, covid-19 may have cost fewer jobs than the dot-com bust",pk,pandemic-economic-recovery,bust
with everything else going on -- the likely imminent demise of roe v,pk,republicans-government-shutdown,demise
the obvious explanation is that wealthy russians have been skimming off large sums and parking them abroad,pk,russia-ukraine-sanctions-offshore-accounts,wealthy
"still, the determined and so far successful opposition of incredibly wealthy americans to any effort to tax them like normal people raises a couple of questions",pk,tax-elon-musk-billionaire,wealthy
"and in case you're wondering, the wealthy didn't manage to dodge all of the taxes being imposed",pk,tax-elon-musk-billionaire,wealthy
"true, many very wealthy people seem to consider moneymaking a game, in which the goal is to outperform their rivals; but standings in that game wouldn't be affected by a tax all the players have to pay",pk,tax-elon-musk-billionaire,wealthy
"does stand out among wealthy countries for having a low minimum wage, for offering very little vacation time and for failing to offer parental and sick leave",pk,united-states-europe-jobs,wealthy
"in one of the more arresting videos that circulated after the fall of kabul, a journalist follows a collection of taliban fighters into a hangar containing abandoned, disabled u",rd,afghanistan-withdrawal-america,disabled
"we have experienced similar failures, with less bloodshed but more significant strategic consequences, in our recent efforts to americanize potential rivals",rd,afghanistan-withdrawal-america,experienced
"as david wallace-wells noted recently for new york magazine, in theory current rates of vaccination, particularly among the elderly, ""should mean that a large share of the country's overall mortality risk has been eliminated",rd,biden-covid-vaccine-omicron,elderly
"a big push for boosters should have begun once we had reasonable evidence of waning vaccine effectiveness -- which is to say, in late summer or early fall",rd,biden-covid-vaccine-omicron,late
""" otherwise, both for democrats' political fortunes and for the lives of thousands more americans, the post-covid era may arrive too late",rd,biden-covid-vaccine-omicron,late
"finally, the vaulting ambitions of cultural progressivism, the march of activist ideas through elite institutions and public bureaucracies, have given republicans a chance to regain the culture-war advantages that they lost during the socially liberal years between bill clinton's impeachment and the supreme court's establishment of a right to same-sex marriage",rd,can-reaganism-rise-again,same-sex
wade might (depending on the pro-life movement's response) send the public-opinion pendulum swinging back toward social liberalism,rd,can-reaganism-rise-again,pro-life
"we watched planes headed for reagan airport fly low over the potomac, always half-expecting them to veer",rd,china-america-foreign-policy,expecting
"presumably we'll find out more about all this when the case comes to trial, but for now it's reasonable to wonder whether whitmer's would-be kidnappers would have been prepared to go all the way with their vigilante fantasies, absent some prodding from the feds",rd,civil-war-america,go all the way
"and we are also a country with a long history of sporadic armed conflict -- mob violence, labor violence, terrorism and riots -- interwoven with the normal operation of our politics",rd,civil-war-america,armed conflict
"as bad as the coronavirus has been, most people who get it still come out ok, children are especially unlikely to be hospitalized or die, and deaths are concentrated in a population, the elderly in nursing homes, that (to our shame) we already keep somewhat out of mind",rd,covid-coronavirus-death,elderly
"whereas if the fatality figures were one-tenth as high, i suspect there would be much more internal liberal debate over the wisdom of the sweeping early response",rd,covid-coronavirus-death,fatality
"that range is vastly lower than the pandemic death rate, but it's moderately higher than estimates for the seasonal flu and probably high enough to keep case and fatality numbers in the headlines in 2022 and beyond",rd,covid-restrictions-democratic-states,fatality
"and if covid is endemic, if the risk of outbreaks persists indefinitely, it's not clear that these biopolitical experiments will automatically fade away",rd,covid-restrictions-democratic-states,fade away
"if certain forms of republican insouciance about covid are forged in the fires of cultural resentment, in which you reject faucian micromanagement by ditching masks and refusing the vaccine, certain forms of liberal overregulation seem forged in fear of red american contagion -- in which we just have to mask our kids indefinitely, even though many other developed countries aren't doing it, because we need to set an example of seriousness to shame all those red-state anti-maskers",rd,covid-restrictions-democratic-states,doing it
"in this hopeful scenario inflation is a challenge for a year but not a decade, and much of the simmering public discontent with the biden administration reflects a simple exhaustion with covid-era abnormality -- an abnormality that, with child vaccinations, therapeutic drugs and widespread immunity, should really and truly be over with next year",rd,democrat-trump-elections,with child
"and especially not our aging president's two obvious heirs, kamala harris and pete buttigieg, who built their careers in deep-blue precincts, embodying aspects of elite progressivism that have dubious national appeal",rd,democrat-trump-elections,aging
"but this created a fundamental imbalance in the party's conversation: with the sanders faction trying to pull the party toward social democracy and the establishment acting as if its major challenges were russian bots and nefarious facebook memes, there was hardly anyone left to point out the ways that democrats might be in danger of moving too far left -- and the writers who did so were generally dismissed as dinosaurs",rd,democrats-david-shor,dismissed
"instead they would imitate the way obama himself, in his first term, tried to finesse issues like immigration and same-sex marriage, sometimes using objectively conservative rhetoric and never getting way out ahead of public opinion",rd,democrats-david-shor,same-sex
"as this shift was happening, the democrats were moving leftward on most fronts, following public opinion at first (on same-sex marriage, for instance) but then arguably outpacing it",rd,hispanics-republicans-democrats,same-sex
"thus the strategic argument for biden's recent maneuvers might be that he felt the need to go all the way with the progressive wing of his party, embrace their bombast and actively take their side against manchin and sinema -- all to prove to them that he had done what he could and the dream is dead for now, the biden new deal finished",rd,joe-biden-presidency,go all the way
"rallying so-called values voters, a christian and churchgoing voting bloc, against secularism, sexual liberation and same-sex marriage",rd,liberal-politics,same-sex
"to these general tendencies, we can add two specifically american forms of conservative anxiety about the franchise: the fear of corrupt urban-machine politics that runs back through the 1960 presidential election to the age of tammany hall and the racist fear of african american political power that stamped the segregation-era south",rd,liberals-conservatives-democracy,african american
"but in the end the race would be close, there would be some exciting constitutional-crisis possibilities in the aftermath, and if the democrats pulled it out, well, their majorities would be slim and 2026 would be just around the corner",rd,republicans-trump,slim
"did it make perfect rational sense to have the betting regime of my youth, where a couple of american cities were gambling havens for accidental historical reasons",rd,super-bowl-gambling-sports,did it
and did it make constitutional sense for this arbitrary system to be partially propped up by a federal ban on state-sanctioned sports gambling,rd,super-bowl-gambling-sports,did it
"but still, there's no question that the current administration's coverage has been pretty grim of late",rd,trump-press-restoration,late
"forgiving yesterday's student debt is well and good, but i suspect that if you took the billions of dollars of higher-ed money being pondered in the build back better plan and set up a group of national public universities aimed at offering low-cost educations to low-income americans, you would do more good than sluicing it through the system that saddled all those kids with debt in the first place",rd,university-of-austin-colleges,low-income
"today, laws modeled on that act are opposed by many liberals, on the grounds that they offer too much protection for religious weirdos -- meaning now not peyote-ingesting oregonians but the christian baker who doesn't want to make a cake for a same-sex wedding",rd,vaccine-politics,same-sex
"but by late spring of 2020, the entire dynamic was reversed: liberals supported tough government interventions to fight the virus, the right was full of fierce libertarians, and so it has mostly remained",rd,vaccine-politics,late
"but it's also useful to do in-group/out-group analysis, which suggests that conservatives were more willing to support limitations on liberty that fell on foreigners and international travelers -- to them, out-groups -- but balked at restrictions that seemed to fall most heavily on their own in-groups, from the owners of shuttered businesses to the pastors of closed churches to the parents of small children deprived of school",rd,vaccine-politics,deprived
""" in fact, in part because of sleep disruptions -- which are particularly acute during the switch to daylight time, when people lose an hour of sleep -- the transition has been linked to higher heart attack risk, more workplace injuries and more car-accident deaths",sb,2021-daylight-saving-time-change-clocks,accident
"the supreme court late wednesday night took a break from its summer recess to allow the most restrictive abortion law in the nation to take effect in texas, raising alarm among people who support abortion rights -- and even some who don't",sb,abortion-texas-roe-supreme,late
there's nothing that rewards being a sober moderate who believes in democracy and tries to govern by consensus,sb,american-democracy-2024,sober
""" some have traced america's troubled relationship with haiti back to its founding as the first nation to permanently abolish slavery -- at the cost of some $28 billion in reparations that french enslavers demanded from haitians in return",sb,biden-haitian-migrants-trump,troubled
"""we've got to be sober here about what our infrastructure gap is in terms of a level of investment and go into this eyes wide open, that this is not going to solve our infrastructure problems across the nation,"" he told the associated press",sb,biden-infrastructure-bill,sober
4 percent have been administered in low-income countries,sb,booster-shots-vaccine,low-income
"""for wealthy countries, this strategy means they will be indefinitely chasing their tails in terms of new variants",sb,booster-shots-vaccine,wealthy
"these groups experienced a period of relative inactivity, according to a report by the digital forensic research lab at the atlantic council, but have resurfaced in recent months with a focus on local policies and government",sb,civil-war-america,experienced
"to keep global warming below two degrees celsius above preindustrial levels, the limit established by the paris climate accord, the world resource institute says much of the wealthy world needs to cut its beef and lamb consumption by 40 percent -- and that's on the low end of such estimates",sb,climate-change-lab-grown-burgers,wealthy
"""now, when i do simmer up a pot of beef short ribs (or smear cream cheese on my bagel, or go for sushi), i'm thoughtful and deliberate about it, which makes it taste even more delicious, seasoned with anticipation",sb,climate-change-lab-grown-burgers,seasoned
"since the three mile island accident in 1979, the construction time for most reactors in the united states has exceeded 10 years, allison macfarlane notes in foreign affairs",sb,climate-change-nuclear,accident
"""to me, particularly once i got my booster, it prompts me to accept a bit more risk, mainly because if i'm not comfortable doing it now, i'm basically saying that i won't do it for several years, and maybe forever",sb,covid-pandemic-end,doing it
"""as long as the disease continues to circulate, even the vaccinated elderly will continue to be vulnerable to some extent,"" he wrote",sb,covid-pandemic-end,elderly
"most of those gains accrued to the wealthy -- the soaring stock market caused their fortunes to balloon, further widening wealth inequality -- but low- and middle-income households also saw their savings grow",sb,covid-work-strikes-quit-resignation,wealthy
""" yellen, however, dismissed the idea as ""a gimmick,"" equivalent to ""asking the federal reserve to print money to cover deficits that congress is unwilling to cover by issuing debt",sb,debt-ceiling-congress,dismissed
"at this late hour, consumption itself has to be curtailed",sb,degrowth-cllimate-change,late
"even before last year's increase, the united states had some of the highest drug overdose death rates among similarly wealthy nations, with rates more than tripling in the past two decades",sb,drug-overdose-prevention,wealthy
"""the longer the ban continues,"" jonathan o'connell reported for the washington post this month, ""the more small, independent landlords -- many of them senior citizens -- are likely to exhaust their savings and move on"" by selling their properties to wall street-backed and foreign investors",sb,eviction-moratorium-rental-assistance,senior citizens
the group filed a lawsuit against the government late last month seeking an additional $26,sb,eviction-moratorium-rental-assistance,late
"in late 2016 and early 2017, 21 american diplomats stationed in cuba started to report serious and in some cases debilitating neurological symptoms with no ready explanation, including headaches, nausea and hearing loss, brought on, most of them said, by a piercing, high-pitched sound, as though they had been caught in ""an invisible beam of energy",sb,havana-syndrome-disorder,late
"another statistic that i have never seen anywhere is the number of people who survived covid-19 but are disabled for the short term, the long term or maybe even permanently",sb,havana-syndrome-disorder,disabled
"krugman blames news organizations -- particularly those antagonistic to the biden administration, like fox news and newsmax -- that ""have been doing all they can to convey the impression of a troubled economy, whatever the reality",sb,inflation-economy-supply-chain,troubled
"""if we have a variant that is antigenically distant and isn't neutralized at a certain level of antibody, there is something we can do: we can boost the overall antibody levels, because sometimes quantity can compensate for the lack of match,"" said wendy barclay, a virologist at imperial college london",sb,omicron-variant-covid,neutralized
"as the times's david leonhardt noted last week, some political scientists believe that democrats overweight the electoral importance of policy and don't talk enough about values",sb,republicans-biden-virginia-trump,overweight
"it is not unheard-of for adults to be charged with child abuse, violation of gun laws or even involuntary manslaughter after children too young to be prosecuted accidentally shoot themselves or other children",sb,school-shootings-parents,with child
"but the burden of proof for such a charge is high: the jury will have to be convinced that the parents, james and jennifer crumbley, were ""aware not just generally that their son was troubled but aware that he would or could do this -- shoot up that school,"" said eve brensike primus, a professor at the university of michigan school of law",sb,school-shootings-parents,troubled
""" rapid tests can also ease safety concerns for people who are especially vulnerable to covid, like the elderly and the immunocompromised",sb,thanksgiving-covid-pandemic,elderly
4 percent have been administered in low-income countries,sb,vaccine-covid-pandemic-covax,low-income
"""in most low-income countries, they're really looking at only two shots per 100 people",sb,vaccine-covid-pandemic-covax,low-income
"""the difference in support for the pro-choice position was a mere six percentage points,"" alan abramowitz, a political scientist at emory university, told me by email",te,abortion-evangelicals-conservatives,pro-choice
"""40 percent of democratic identifiers were pro-life, while 39 percent were pro-choice",te,abortion-evangelicals-conservatives,pro-choice
"among republican identifiers, 33 percent were pro-choice, 45 percent were pro-life and 22 percent were in the middle",te,abortion-evangelicals-conservatives,pro-choice
"crucially, abramowitz pointed out, opinions on abortion are also closely connected with racial attitudes: some of the scholars and journalists studying the evolving role of abortion in american politics make the case that key leaders of the conservative movement in the late 1970s and early 1980s -- among them richard viguerie, paul weyrich, phyllis schlafly and jerry falwell sr",te,abortion-evangelicals-conservatives,late
"on one side, opponents of the procedure argue that ""at the moment of fusion of human sperm and egg, a new entity comes into existence which is distinctly human, alive, and an individual organism -- a living, and fully human, being,"" as the center for human dignity puts it in the pamphlet ""the best pro-life arguments for secular audiences",te,abortion-evangelicals-conservatives,pro-life
""" the same is true, ballmer continued, of many politicians who have become adamant foes of abortion: the reality in the 1970s was that the surging rights movements -- rights for african americans, women's rights, reproductive rights, gay rights, rights for criminal defendants and for the mentally ill -- had set the stage for what would become an explosive conservative reaction, a reaction that by the 1980 elections put ronald reagan in the white house for eight years, wrested control of the senate from democrats and elected a coalition of republicans and conservative democrats that wielded tremendous power in the house",te,abortion-evangelicals-conservatives,african americans
""" if, margolis continues: the power of partisanship to influence stands on abortion can be seen on the democratic side by the ""host of democrats who have liberalized their views as they eyed the presidency -- ted kennedy, jesse jackson, dick gephardt, al gore, and dennis kucinich among them"" -- as john murdock wrote in ""the future of the pro-life democrat"" in the journal national affairs",te,abortion-evangelicals-conservatives,pro-life
""" the first, he notes: the second, he continued, is: the third, in cowie's view, is: darren dochuk, a professor of history at notre dame and the author of ""from bible belt to sunbelt: plain-folk religion, grassroots politics and the rise of evangelical conservatism,"" argued in an email that the strength of the opposition to abortion in the south grows out of the unique tensions in the region between notions of manhood and evangelical attempts to control the sins of men: ""since the late 1970s, however,"" dochuk wrote: this accommodation is driven, according to dochuk, by the fact that the enemy is now, in southern evangelicals' view, ""an effeminate liberalism and its 'secular humanism,'"" which, in turn, means that: in this milieu, dochuk observed: in milder terms, rebecca kreitzer, a professor of public policy at the university of north carolina at chapel hill, and two colleagues argue in ""the evolution of morality policy debate: moralization and demoralization"" that as an issue becomes both polarized and ""moralized,"" it become more difficult, if not impossible, to resolve",te,abortion-evangelicals-conservatives,late
"6, biden has been able to stress his own historic support for the police as emblematic of his opposition to chaos,"" sherman wrote in an email: biden should take the initiative, sherman argues, with ""a major policing initiative,"" and that initiative should stress ""hot spots policing,"" the focusing of police resources on small sections of urban areas, ""under 5 percent of land in most cities,"" while ""pulling way back on stop and frisk everywhere else, especially suburban traffic stops, like the late sandra bland",te,biden-eviction-covid-democrats,late
"on the other hand, if what his voters need is equality -- that is, resource redistribution -- experienced advisers may not be enough",te,biden-eviction-covid-democrats,experienced
"mart trasberg and hector bahamonde, of wake forest university and the universidad de o'higgins in chile, authors of ""inclusive institutions, unequal outcomes: democracy, state capacity, and income inequality,"" pointed out in an email that redistribution is exceptionally hard to achieve in an advanced democracy like the one in operation in the united states: in the end, much of the dynamism that powers today's political competition comes back to -- or down to -- racial and cultural conflict",te,biden-eviction-covid-democrats,income inequality
"jacobs, a professor of psychological and brain sciences at the university of california-santa barbara, argued that all the rights revolutions -- civil rights, women's rights, gay rights -- have been key to the emergence of the contemporary right wing: jane yunhee junn, a professor of political science at the university of southern california, was outspoken in her view: herbert p",te,capitol-riot-white-grievance,outspoken
", abortion and same-sex marriage) was a stronger predictor of meaning in life, whereas conservatism on economic issues (e",te,conservatives-liberals-happiness,same-sex
""" the onraet study did find, however, that ""among the elderly, adhering to right-wing attitudes is associated with higher levels of self-esteem, intrinsic goal pursuit and (a trend toward higher) life satisfaction",te,conservatives-liberals-happiness,elderly
""" of those, ""twenty-six -- fully half of the cases -- experienced a downgrading of their democratic rating",te,covid-biden-trump-polarization,experienced
""" instead, caughey and his co-authors show caughey, dunham and warshaw describe the growing partisan salience of racial and social issues since the 1950s: in the late 1950s, they continue, the three authors argue that there are a number of consequences of ""the ideological nationalization of the united states party system",te,covid-biden-trump-polarization,late
